"","bmr_dem","bmr_demdur","gol_enep","gol_est","gpi_gpi","ht_region","nelda_mbbe","nelda_mtop","nelda_oa","nelda_rpae","top_top10_income_share","top_top1_income_share","vdem_corr","vdem_libdem","vdem_mecorrpt","wdi_acel","wdi_acelr","wdi_acelu","wdi_afp","wdi_agedr","wdi_araland","wdi_area","wdi_birth","wdi_bribfirm","wdi_broadb","wdi_busden","wdi_co2","wdi_death","wdi_debt","wdi_emp","wdi_empagr","wdi_empagrf","wdi_empagrm","wdi_empind","wdi_empindf","wdi_empindm","wdi_empser","wdi_empserf","wdi_empserm","wdi_expedu","wdi_expedut","wdi_expmil","wdi_fdiin","wdi_fdiout","wdi_fertility","wdi_firftopm","wdi_firgifttax","wdi_forest","wdi_gdpagr","wdi_gdpcapcon2015","wdi_gdpind","wdi_gini","wdi_homicides","wdi_infpay","wdi_internet","wdi_lfpf","wdi_lifexp","wdi_lifexpf","wdi_lifexpm","wdi_litrad","wdi_litradf","wdi_litradm","wdi_litry","wdi_migration","wdi_nerp","wdi_ners","wdi_pop","wdi_pop14","wdi_pop1564","wdi_pop65","wdi_popden","wdi_poprul","wdi_popurb","wdi_refasy","wdi_refori","wdi_semp","wdi_smokf","wdi_smokm","wdi_taxrev","wdi_tele","wdi_trade","wdi_unempfilo","wdi_unempilo","wdi_unempmilo","wdi_unempyfilo","wdi_unempyilo","wdi_unempymilo","wdi_wip","fhp_score5","fhp_status5","gd_ptsa","wdi_gdpcappppcon2017"
"145","Non-democracy",59,NA,NA,NA,"Pacific (excl. Australia & New Zealand)",NA,NA,NA,NA,0.4859,0.1609,NA,NA,NA,98.3,97.9,100,NA,74.9132485807948,4.06115107913669,2780,27.254,2.4,0.791472,0.42376269289198,1.58755553930263,5.343,NA,4.98366890037263,20.6323892475427,8.92340884573894,27.0873971168942,16.2636284176468,11.4261057173679,18.9304914601075,63.1039823348105,79.6504854368932,53.9821114229982,5.2044882774353,NA,NA,1.0603950693965,0.0849660560397524,3.93,48,1.3,57.9820143884892,9.85279056927427,3855.80793268071,11.1297573849708,NA,6.19930281686783,2,76.2853,37.9171863649447,72.767,75.503,70.312,99.0999984741211,99.3000030517578,99,99.0999984741211,-882,94.41308,NA,218764,37.7191859720978,57.1711981861732,5.10961584172899,78.6920863309353,82.258,17.742,5,5,35.3181114195023,14.5,36.1,25.022326284123,2.81,60.8888856520264,15.873,10.368,7.006,31.13,20.693,14.043,7.84313725490196,29,"Free",2.16045634920635,6346.146484375
"146","Democracy",76,4.9168801412128,"Proportional",NA,"Western Europe & North America (incl. Australia & New Zealand)","No","Yes","Yes","No",0.3557,0.1141,NA,NA,NA,100,100,100,NA,49.5789007092199,33.0833333333333,60,6.2,NA,34.7102,NA,NA,9.1,94.9745357645128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.10892009735107,NA,NA,NA,NA,NA,NA,NA,16.6666666666667,0.0166253927822017,45269.4740489481,36.6355581623352,NA,NA,NA,81.67,NA,NA,NA,NA,100,100,100,100,41,NA,66.54351,33745,13.1010060600673,66.8548399045799,20.0441540353529,562.416666666667,2.38,97.62,NA,NA,NA,NA,NA,17.2959731612318,46.3,342.470174017661,NA,NA,NA,NA,NA,NA,33.3333333333333,17,"Free",1.39593253968254,60076.01171875
"147","Democracy",30,2.87985172219453,"Proportional",NA,"Sub-Saharan Africa","No","Yes","Yes","Yes",0.5059,0.1597,0.281,0.582,2.298,78.5,73.7,80,NA,77.9290379692322,4.16666666666667,960,28.263,NA,1.54216,2.20469072631397,0.755691215425782,6.387,NA,2.2303732092044,17.5551425234798,11.5107543480498,20.3950390445567,20.0453969768245,5.14562107646393,27.0459105964268,62.3994604996957,83.3436245754862,52.5566327394048,5.51617622375488,NA,NA,11.25092620282,0.0215811311506729,3.823,NA,NA,53.4166666666667,15.2661767634549,1420.95029628755,5.04457172054104,NA,NA,NA,56.1138,35.377680074576,67.591,70.419,65.161,93.75,91.0699996948242,96.4700012207031,98.1800003051758,-792,NA,NA,223107,40.0376500117656,56.2022791703551,3.76007081787927,232.403125,24.927,75.073,NA,6,57.025840090794,1.3,10.1,NA,1.18,NA,23.021,15.042,10.673,35.498,22.424,16.239,23.6363636363636,28,"Free",2.13238888888889,4013.72192382812
"148","Non-democracy",95,NA,NA,2.417,"North Africa & Middle East (incl. Israel, Turkey, Cyprus)","No","Yes","Yes","No",0.5544,0.2523,0.377,0.046,0.724,100,100,100,1.76303508114713,40.4109570582717,1.59557889742242,2149690,17.473,4.5,33.7974,0.874170632467647,16.4277049966292,2.864,NA,4.32944363321624,2.66552048818079,0.513160954385436,3.19749439773632,19.5388536939085,7.5246847486937,22.5082117891526,77.7956258179107,91.9621542969209,74.2943101635213,5.11466979980469,NA,7.58146863585647,2.64391059965147,2.8225931207896,2.427,3,3.9,0.454484134921779,2.67515942997207,20237.7131446296,44.1735952545465,NA,0.795481397709382,2.3,100,22.4106783840315,76.936,78.771,75.59,98,96,99,99,-153883,94.5456,96.36052,35950396,26.1804835195696,71.2195145221766,2.60000195825381,16.7235257176616,15.492,84.508,333,2167,6.57426531261332,2,26.5,9.67348884669067,21.1,57.1428135634067,17.421,6.621,3.501,28.363,19.782,16.599,19.8675496688742,86,"Not Free",4,44954.9921875
"149","Democracy",21,3.36513384819881,"Mixed",1.957,"Sub-Saharan Africa","Yes","Yes","Yes","No",0.4568,0.1303,0.349,0.569,3.033,68,43.4,93.9,0.397254012997315,81.5476850000204,19.893003687737,192530,32.573,NA,1.20966,1.36154954816176,0.69192354912566,5.922,NA,1.79327697708585,22.2351929182761,17.7654424413734,25.0768670433081,22.392339482976,11.4725023608384,29.3346998585477,55.3724468861389,70.7620551977882,45.5884330981442,5.61201000213623,32.84079,1.73912588958141,9.40426190185874,0.187772600412128,4.387,NA,NA,41.6982288474523,15.5512646222076,1443.38454297141,23.9124863648596,36.2,NA,NA,54.9741,38.9203530005669,67.093,69.284,64.752,57.6699981689453,47.0800018310547,69.0599975585938,78.1399993896484,-10091,NA,NA,16876720,41.7605405552738,55.081950165672,3.15750927905422,87.6576118007583,51.4,48.6,14479,15129,64.921353187888,0.7,13.1,17.5501329724803,1.52,69.3759939883832,3.511,3.368,3.277,7.594,4.637,3.264,43.030303030303,47,"Partly Free",2,3430.48388671875
"150","Democracy",15,2.62599938971774,"Proportional",1.872,"Eastern Europe & post-Soviet (incl. Central Asia)","Yes","Yes","Yes","No",0.3364,0.1022,0.697,0.239,1.178,100,100,100,0.994180008096354,53.8194537441682,31.0976334879296,84090,9.1,6.9,26.4794,2.13320345354791,NA,20,NA,3.18010302428806,14.0651976154976,11.9883046926704,15.7570669372822,28.8696731411738,19.3556516732608,36.6199432063488,57.0651292433286,68.6560436340688,47.622989856369,3.29867005348206,NA,2.00618591411266,7.29017542321983,0.430774336407235,1.52,18.2,1.2,32.3812581757641,6.29319005668953,7125.21858226991,25.0079368779364,33.1,1.05526165452556,7.8,81.1659,45.3629366443725,72.780487804878,75.7,70,99,99,100,100,243,94.55098,92.06535,6834326,14.2685902670477,65.0112786228589,20.7201311100935,81.2739445831847,43.349,56.651,25644,31735,27.3637684532038,39.1,40.5,24.493256284499,37.4,117.773070852372,10.995,10.061,9.286,28.799,25.481,23.534,39.2,49,"Partly Free",1,18310.080078125
"151","Democracy",5,2.081,"Mixed",NA,"Sub-Saharan Africa","No","Unclear","Unclear","No",0.5194,0.2045,0.099,0.64,2.415,100,100,100,NA,45.0207468879668,0.326086956521739,460,16.8,6.9,33.5645,1.92858395184384,10.8313687561708,9.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.62358999252319,NA,2.77755038036736,7.52808883301193,-3.25360726246142,2.46,26.3,11.6,73.2608695652174,2.44466263831241,17005.0422063679,11.7537279327877,32.1,4.6961364885109,8.4,80.7475,NA,73.3975609756097,75.6,71.3,96.1999969482422,96.6999969482422,95.8000030517578,99.0999984741211,146,92.21011,80.06115,99258,23.1552401839007,68.9557201290498,7.88903968704946,215.778260869565,42.028,57.972,NA,14,NA,6.4,34,26.1767418994855,15.3,183.77081501466,NA,NA,NA,NA,NA,NA,22.8571428571429,49,"Partly Free",1.84435714285714,29369.529296875
"152","Democracy",19,3.0741327103091,"Majoritarian",1.87,"Sub-Saharan Africa","Unclear","Unclear","Unclear","Unclear",0.47,0.1502,0.513,0.423,2.479,27.5,4.9,57,0.340637355200738,74.0044324363418,21.9451371571072,72180,31.36,18,0.00227312,0.447459245050378,0.125477383491352,9.113,NA,2.55007333394445,44.0780166223607,43.1296581860601,44.979044126136,11.851796681639,6.64624714932928,16.7975462224682,44.0701866960002,50.2240946646106,38.2234096513959,9.44223594665527,46.3553,0.609065850522684,4.99593944670397,NA,3.978,13,5.9,34.8455250761984,57.4487866394187,619.269223322176,5.93370309498287,35.7,2.13748640464524,24.1,27.595,48.094769737532,60.062,61.354,58.758,48.6399993896484,41.310001373291,56.0299987792969,73.4599990844727,-1544,NA,41.76675,8420641,39.3898279240262,57.4697995081372,3.14037256783658,116.661692989748,56.628,43.372,345,6615,89.3292617716259,6.4,20.5,NA,0.00332,58.3908280709773,2.319,3.516,4.625,2.772,3.844,5.013,12.3287671232877,54,"Partly Free",3,1655.68518066406
"153","Non-democracy",56,NA,NA,1.361,"South-East Asia","Yes","Yes","Yes","No",0.4628,0.1421,0.007,0.33,3.261,100,100,100,1.68005107355264,35.3530018666501,0.779944289693593,718,8.6,0.6,27.5211,11.255743467035,10.098273313278,5.8,150.141912840552,3.92681274229459,0.107774097381374,0.109862645315769,0.106217378460728,14.4449394612027,10.6070207901538,17.3055683760243,85.4472582799063,89.2830506205657,82.588214245515,2.82470989227295,NA,2.78363121983816,31.6207400179128,14.1364609404826,1.12,21.8,0,21.4345403899721,0.0307258905921678,67638.6459886659,24.2773628887138,NA,0.100992070355116,1,96.9247,42.8761045765784,83.0926829268293,85.5,80.8,98,96,99,100,19321,NA,NA,5453566,11.9931281628928,73.8808837243788,14.1259881127284,7595.49582172702,0,100,NA,34,13.6408438765332,5,28,12.8128979341856,34.3,329.78497877736,5.018,4.64,4.356,13.561,10.11,7.186,29.8076923076923,67,"Not Free",2,98283.3125
"154","Democracy",28,6.98689956331878,"Proportional",1.57,"Eastern Europe & post-Soviet (incl. Central Asia)","No","Yes","Yes","No",0.2686,0.0788,0.209,0.766,3.772,100,100,100,0.663638019379705,49.4980912207131,27.5790349417637,48080,10.4,2.4,32.6061,5.28447809775255,6.65716094753919,13.5,78.8419014951507,2.85868526346933,3.21457837316186,1.79240878686845,4.46902454916904,36.4815996678847,21.554021392893,49.648693679839,60.3038606850807,76.6535698202386,45.882281770992,4.79718017578125,NA,1.77217536688217,2.29385763784245,1.01819095093341,1.63,22.9,0.9,40.05615640599,1.78909981008743,18498.3602667545,28.5985231695446,24.1,1.0096148374465,25.3,88.9256,46.9900945755459,74.6146341463415,78.2,71.2,NA,NA,NA,NA,1746,NA,NA,5447247,15.8810670050161,66.8904890978119,17.228443897172,113.295486688852,46.18,53.82,1046,1426,14.9370158265937,25.6,37.4,19.287022165904,10.6,184.2012064756,7.137,6.894,6.678,22.726,21.227,20.331,22.6666666666667,26,"Free",2,31973.4609375
"155","Democracy",30,7.54591690436305,"Proportional",1.325,"Eastern Europe & post-Soviet (incl. Central Asia)","No","Yes","Yes","No",0.3065,0.0875,0.193,0.626,3.014,100,100,100,0.679428270816226,55.4952759384504,8.986214020381,20136.4,9,1.8,31.5503,2.65025421934781,6.77427174218803,11,92.5822576830623,2.64621437951576,4.05031182747377,3.68808676827345,4.35762542917267,30.0168271991452,16.7799136233587,41.2470927012958,65.9328609733811,79.5319996083679,54.3952818695315,5.36526012420654,NA,1.23544123825207,3.58914562379553,2.73969648496314,1.64,18.8,0,61.3711140025029,1.68399543646441,24786.7912075572,28.4264486436596,24.3,0.424646581984274,4.4,89.004,46.1749242751021,80.6756097560976,83.8,77.7,NA,NA,NA,NA,4568,NA,NA,2108079,15.1884286637386,64.3106252000852,20.5009461361761,104.689964442502,44.573,55.427,839,17,13.1278118149907,19.6,24.4,18.5907666064944,32.9,161.285643631514,5.317,4.747,4.258,14.419,12.85,11.604,26.6666666666667,23,"Free",1,39034.234375
"156","Democracy",15,5.25077711501302,"Majoritarian",NA,"Pacific (excl. Australia & New Zealand)","No","Yes","Yes","No",0.4859,0.1609,0.642,0.466,2.848,76.3,75.4,79.2,NA,74.8091018650229,0.821722043586995,27990,29.785,NA,0.131132,1.1908337982234,0.439075455145221,5.028,11.463900323928,1.15117829142095,37.8818432409227,38.5546934074755,37.2467746362888,11.385254976389,5.13721338746641,17.2824595113917,50.7329017826883,56.3080932050581,45.4707658523195,8.33232688903809,NA,NA,1.83340987016897,0.3210513994235,3.983,NA,NA,90.1121829224723,35.0435877725258,2082.66777880845,18.0590765607367,NA,NA,NA,47.3313,48.5609407393522,70.348,71.959,68.931,NA,NA,NA,NA,-808,67.47257,NA,707851,39.3373040371491,57.2053299352547,3.4573660275962,25.2894247945695,74.872,25.128,NA,38,65.3079034772589,19.2,53.8,21.4486577466021,0.918,66.6394072717162,0.88,0.866,0.852,1.692,1.361,1.047,8,27,"Free",2.1810873015873,2616.86303710938
"157","Non-democracy",52,3.02,"Proportional",3.21,"Sub-Saharan Africa",NA,NA,NA,NA,0.4917,0.1627,0.914,0.111,1.636,49.3,30.6,70.6,0.476944177772085,99.3971785295867,1.75343513884018,627340,43.561,NA,0.688999,0.286262206600225,0.0537983441641981,11.596,NA,6.15536589967989,26.4979386194074,28.960675266367,25.4846030076226,17.7335871639851,13.5687816213838,19.4473666039813,55.76843310821,57.4704021027339,55.0680303883961,NA,NA,NA,6.10852344029523,NA,6.312,NA,NA,9.40996907578028,NA,512.448925990392,NA,NA,NA,NA,19.8606,31.3705671634717,55.28,57.414,53.246,54,44,65,71,-17071,NA,NA,17065581,47.2522441515469,50.1511639129075,2.59659193554559,27.2030812637485,53.269,46.731,13804,776678,51.6148817331958,NA,NA,5.8864372548248e-05,0.527,82.0839190980559,25.127,19.553,17.005,38.453,35.088,33.13,24.3636363636364,79,"Not Free",4,1138.28588867188
"158","Democracy",27,2.57953047128409,"Proportional",2.529,"Sub-Saharan Africa","Yes","Yes","Yes","No",0.654,0.1931,0.407,0.609,3.097,89.3,93.4,87.4,0.388296346724729,53.0106990324263,9.89209374407505,1213090,19.821,1.5,2.75541,12.1683585527762,7.05420765721052,11.432,70.5258535403131,4.8952703941567,21.2776947559809,22.4363670966229,20.3091148451834,17.2487371600174,9.12872749334846,24.0365735161173,61.4735621406659,68.4348923569246,55.6543116386993,6.54902982711792,15.25153,0.809812625998238,9.6779493605082,0.0241782879168735,2.374,38.5,1.7,14.0250847010527,2.55729893348806,5959.44365737965,24.6172780232243,NA,41.8657281155598,1.5,74.1534,46.51260366526,62.341,64.999,59.458,90,89,91,97,10934,NA,NA,59392255,28.6729624931736,65.3549069655631,5.97213054126334,48.9594795110008,32.153,67.847,75512,643,30.6162936440716,6.5,34,25.1700288921631,2.39,56.0846247448035,30.27,28.77,27.465,54.879,49.866,45.644,46.5822784810127,38,"Partly Free",4,13852.2060546875
"159","Non-democracy",10,NA,NA,3.41,"Sub-Saharan Africa",NA,NA,NA,NA,0.4987,0.1535,0.807,0.055,2.216,7.7,5.7,15.6,1.31293803824266,90.6960656710317,3.789502001804,631930,29.107,NA,0.00184064,NA,NA,11.05,NA,1.2214991227273,60.7832961686601,74.2665025881003,46.9343671799057,13.628134240198,6.86712947123291,20.5725265475816,25.588569591142,18.8663679406668,32.4931062725127,NA,NA,2.62614385621105,NA,NA,4.469,NA,NA,11.3256215087114,NA,NA,NA,NA,NA,NA,9.64241,51.2819873781883,54.975,56.472,53.429,34.5227584838867,28.8642597198486,40.2648086547852,47.9009590148926,-31885,NA,NA,10748272,44.713710970763,52.4394641092324,2.84682492000459,17.0086433623977,79.486,20.514,333673,2362759,89.151764681211,NA,NA,NA,0,NA,14.875,13.868,12.808,19.294,20.606,22.045,32.3636363636364,70,"Not Free",4,2184.25221951706
"160","Democracy",44,6.64236976372028,"Proportional",1.644,"Western Europe & North America (incl. Australia & New Zealand)","No","Unclear","Unclear","Yes",0.3317,0.1006,0.038,0.776,3.595,100,100,100,0.871349532582277,51.5376362505585,23.112437562789,499733.244,7.1,3.5,34.9302,3.16905685826647,4.88106347011715,9.5,126.974630865763,4.77888477356358,4.05954127484227,2.10104217363506,5.72849814444409,20.1879454371999,9.0934623825054,29.6422330074112,75.7525082774157,88.8055063342076,64.6292595678131,4.86506986618042,NA,1.36942532659619,3.9560014902077,2.57021705570492,1.19,17.6,8.5,37.1727521093233,2.73077583879439,26391.5972251563,20.3240638473685,33.9,0.610694288860715,0.8,93.8975,47.0798863059341,83.2292682926829,86.2,80.4,99,98,99,100,275022,NA,NA,47415794,14.10691172214,65.9902065694491,19.902881708411,94.8822087969797,18.944,81.056,122539,55,15.8559659523638,26.7,28.6,15.0386569472057,39.9,67.3912901193661,16.721,14.781,13.055,35.573,34.796,34.133,43.4285714285714,28,"Free",2,40760.30859375
"161","Democracy",6,2.44347025457368,"Proportional",2.102,"South Asia","Yes","Yes","Yes","No",0.4898,0.2047,0.63,0.395,2.464,100,100,100,3.74858289967432,52.3723695719063,22.1791141286777,61860,14.019,NA,10.5401,1.24512626426221,0.955510922549197,7.36,NA,2.51615839871526,26.9120931449484,29.0929770576684,25.8620080383347,27.1241232716165,24.9134890201405,28.1885330231422,45.9637959423841,45.9935339221911,45.9494772482463,1.50650584697723,20.74192,1.89424834227119,0.668428427839163,0.0196827069345211,1.99,NA,NA,34.1070158422244,8.78995174528451,4360.56692396976,29.9540061951905,37.7,3.42730492260757,NA,44.4531,33.5036539164878,76.399,79.502,73.11,92,92,93,99,-92400,99.10711,91.03783,22156000,23.2146568660107,65.6286956579049,11.1566474760845,358.163595215002,81.14,18.86,907,151112,42.391441773964,2.6,41.4,7.36992757109497,12.6,41.2299717494043,8.058,5.258,3.847,30.948,23.28,19.372,5.38116591928251,61,"Not Free",2,13639.021484375
"162","Democracy",37,3.84850735642181,"Majoritarian",NA,"Caribbean (incl. Belize, Guyana, Suriname)",NA,NA,NA,NA,0.4852,0.2118,NA,NA,NA,100,100,100,NA,41.7026343205834,19.2307692307692,260,12.125,NA,43.0255,3.08422301304864,2.06066462210646,10.181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.78379011154175,NA,NA,2.78723268868289,-0.154537909840834,1.531,NA,NA,42.3076923076923,1.23928084614456,18684.6302940347,22.5775143640975,NA,29.4077489418462,NA,69.1294,NA,71.682,75.341,68.346,NA,NA,NA,NA,-90,NA,NA,47606,19.7735603331478,70.5691449696995,9.6572946971527,183.1,69.094,30.906,5,47,NA,NA,NA,15.0423826463699,33.6,NA,NA,NA,NA,NA,NA,NA,25,21,"Free",1.55617857142857,31194.736328125
"163","Democracy",42,2.023681,"Majoritarian",NA,"Caribbean (incl. Belize, Guyana, Suriname)",NA,NA,NA,NA,0.4852,0.2118,NA,NA,NA,100,100,100,NA,37.6889236334652,4.37704918032787,610,11.49,NA,10.6754,1.87741409291661,1.36486855068995,10.299,NA,7.16212537431633,10.551389610711,5.25115992168852,15.0914353979048,15.7237607345262,6.67524874621182,23.4768424921889,73.7260870641226,88.0735913320997,61.4317221099063,3.62086009979248,0,NA,5.93499709559899,-0.957874161744245,1.399,NA,NA,34.0491803278688,1.74244784554423,9317.41411861472,11.3771832102136,NA,38.9643281575717,NA,75.122,47.3340630908548,71.111,74.717,67.838,NA,NA,NA,NA,0,95.39814,81.31252,179651,18.2937520699799,72.6272811526762,9.07896677734391,294.509836065574,81.06,18.94,NA,457,28.7252208775707,NA,NA,NA,18,NA,22.908,20.514,18.363,42.642,45.283,47.73,11.1111111111111,17,"Free",2.1946746031746,15460.80078125
"164","Democracy",42,2.00390645532213,"Majoritarian",NA,"Caribbean (incl. Belize, Guyana, Suriname)","No","Yes","Yes","No",0.4852,0.2118,NA,NA,NA,100,100,99.8,NA,48.9953301058224,5.12820512820513,390,12.901,NA,27.102,4.60428783213593,0.763907525974773,13.425,NA,5.75137342602946,10.0345179639263,4.03110526616731,14.4747970230041,19.9377704312315,6.77568757504717,29.672699594046,70.0277116048423,89.1932071587855,55.8567320703654,5.46375846862793,NA,NA,18.6712623378309,-0.0504862670310534,1.797,NA,NA,73.1794871794872,5.35666515216496,8023.31398028855,13.3651237149736,NA,30.6713184833033,NA,78.7228,41.2742917915498,69.629,72.396,67.354,NA,NA,NA,NA,-379,NA,89.47196,104332,22.0924548556531,67.1155541923858,10.791990951961,267.517948717949,46.548,53.452,NA,467,26.7562837279401,NA,NA,NA,11.9,NA,17.913,20.279,21.942,44.944,45.063,45.125,18.1818181818182,21,"Free",1.94731349206349,14189.9599609375
"165",NA,NA,NA,NA,2.995,"Sub-Saharan Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,"Not Free",4,4133.13037109375
"166","Democracy",30,4.16517414593104,"Proportional",NA,"Caribbean (incl. Belize, Guyana, Suriname)","Unclear","Yes","Yes","No",0.5299,0.1892,0.238,0.631,2.893,98.8,97.5,99.5,0.84895769219341,50.9386480709945,0.371794871794872,156000,18.154,12.7,19.9,2.22237170910849,5.35853242738403,8.667,NA,2.99746389193662,7.75536449808443,5.99883059347381,8.92585515716908,26.5239131607821,11.6288483594576,36.4489902963546,65.7207223411335,82.3711966177165,54.6251545464763,4.13154983520508,NA,NA,-4.30666395669143,-0.281049625150819,2.348,11.9,7.7,97.3336108974359,8.90015543390876,7029.77161791138,38.0334126399789,39.2,5.70976917034607,24.8,71.992,41.4474035989717,70.274,73.551,67.207,95,93.4000015258789,96.5,98.9000015258789,-492,86.02531,NA,612985,26.481664707672,66.2521646142766,7.2661706780514,3.92939102564103,33.781,66.219,29,22,22.9225497778657,NA,NA,NA,19.4,NA,11.646,8.459,6.203,40.04,27.065,19.306,29.4117647058824,28,"Free",1.89243650793651,18449.19921875
"167","Democracy",110,5.69074230042567,"Proportional",1.571,"Western Europe & North America (incl. Australia & New Zealand)","No","Yes","Yes","No",0.3365,0.1321,0.008,0.869,3.937,100,100,100,0.26932307798932,60.8190525862832,6.22458251074915,407283.54,11,0,40.8351,9.69285875412072,3.65138153908515,8.8,40.494422915059,3.39811775496323,1.97264909806675,1.00871718705233,2.8262821491964,18.145019250497,7.88152924555331,27.2340982439998,79.8823316514363,91.1097535673944,69.9396560617897,7.57219982147217,NA,1.19327656149619,8.5723862546828,9.87032301615512,1.67,14,0,68.6990689582005,1.28809355519435,54816.005848573,22.6925697313325,29.8,1.07957344811078,0,94.6703,47.1349675288458,83.0560975609756,84.9,81.3,NA,NA,NA,NA,80097,NA,NA,10415811,17.7140280633685,62.1816870522935,20.104284884338,25.5738569744311,11.762,88.238,240854,9,10.1436411492375,18.2,29.8,27.290370392512,12.1,88.2464014779394,9.055,8.722,8.426,24.124,24.68,25.197,46.9914040114613,11,"Free",1,52850.5703125
"168","Democracy",173,6.47894989180154,"Proportional",1.406,"Western Europe & North America (incl. Australia & New Zealand)","No","Yes","Yes","No",0.3166,0.1093,0.021,0.851,3.901,100,100,100,0.401621506671034,51.5864026609547,10.009321778007,39509.63,10.3,NA,47.9433,4.62686698218409,4.20278093768475,8.2,20.0730085227584,6.02909682395792,2.3733192043148,1.71790169444462,2.94740180361199,20.3119965239564,9.99979129102833,29.3445016540263,77.3146842717288,88.2822616430115,67.7080965423617,5.03708982467651,NA,0.776260426446761,-14.4091790381318,-12.0446503100237,1.52,NA,NA,32.2086033202538,0.625932432983477,88520.3220012179,25.5788564853889,33.7,0.483235941156359,NA,95.5694,46.797591087022,83.7512195121951,85.8,81.8,NA,NA,NA,NA,23872,NA,NA,8704546,15.0657088700201,65.9689775181957,18.9653136117842,220.31454103721,26.004,73.996,118829,5,15.6400354298839,22.9,28.1,10.0936772612024,34.5,130.25616282247,5.315,5.097,4.906,8.75,8.816,8.875,42.5,13,"Free",1,70857.0859375
"169","Non-democracy",77,NA,NA,3.269,"North Africa & Middle East (incl. Israel, Turkey, Cyprus)","Yes","Yes","No","No",0.5581,0.2157,0.916,0.036,0.418,88.8,74.5,100,5.38762996155155,60.376224836919,25.3804770462343,183630,20.111,NA,7.28563,NA,1.27391354688277,5.117,NA,1.44616830840293,15.8871819707346,10.4982982194594,16.902481434158,22.6324816282956,6.13217631008973,25.7412425348436,61.480314103859,83.3695254704509,57.3562760309985,NA,NA,NA,NA,NA,2.747,NA,NA,2.84310842454937,27.8221469452386,744.604884868047,28.9124894141742,26.6,NA,NA,35.78,18.4122355300532,72.063,75.175,69.058,94,92,97,98,212187,NA,NA,21324367,33.0234726310985,62.353384276307,4.6231430925945,116.126814790612,43.876,56.124,589542,6848865,36.9074710037223,NA,NA,NA,13,97.8512542311977,26.441,14.796,12.167,54.757,35.217,31.46,11.2,90,"Not Free",5,10053.9603541182
"170","Democracy",25,3.98303228247665,"Mixed",1.768,"East Asia (incl. Japan & Mongolia)","No","Unclear","Unclear","No",0.4812,0.1933,0.206,0.703,2.802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,"Free",1,18301.8862466653
"171","Non-democracy",30,NA,NA,2.049,"Eastern Europe & post-Soviet (incl. Central Asia)","Unclear","Unclear","Unclear","No",0.4223,0.1453,0.839,0.042,0.152,99.6,99.8,98.9,0.688004519784986,65.9362965443954,6.03789898407666,138790,26.749,11.1,0.0601992,0.150857710499152,1.0681570910714,4.548,NA,3.57576939298074,44.3389735585988,61.2763327682891,33.2929111162989,20.5548974958705,5.94014592504423,30.0863341921576,35.1060859974729,32.7835213066667,36.6208256492094,5.70163345336914,NA,0.929863567458312,0.94025522151091,0.533694038047781,3.186,6.6,8.1,3.0607392463434,22.4490805460825,1281.96084404426,35.177682602153,NA,0.911643224337479,11.7,28.34,38.788320982238,71.594,73.734,69.568,NA,NA,NA,NA,-3564,NA,NA,9750064,36.4126994448447,60.264091599809,3.32320895534634,70.2504791411485,72.274,27.726,10724,2412,27.4971503963676,NA,NA,10.345980548358,5.04,71.825937435383,5.663,7.253,8.26,14.324,17.737,20.134,23.8095238095238,87,"Not Free",3,3575.27978515625
