"","bmr_dem","bmr_demdur","gol_enep","gol_est","gpi_gpi","ht_region","nelda_mbbe","nelda_mtop","nelda_oa","nelda_rpae","top_top10_income_share","top_top1_income_share","vdem_corr","vdem_libdem","vdem_mecorrpt","wdi_acel","wdi_acelr","wdi_acelu","wdi_afp","wdi_agedr","wdi_araland","wdi_area","wdi_birth","wdi_bribfirm","wdi_broadb","wdi_busden","wdi_co2","wdi_death","wdi_debt","wdi_emp","wdi_empagr","wdi_empagrf","wdi_empagrm","wdi_empind","wdi_empindf","wdi_empindm","wdi_empser","wdi_empserf","wdi_empserm","wdi_expedu","wdi_expedut","wdi_expmil","wdi_fdiin","wdi_fdiout","wdi_fertility","wdi_firftopm","wdi_firgifttax","wdi_forest","wdi_gdpagr","wdi_gdpcapcon2015","wdi_gdpind","wdi_gini","wdi_homicides","wdi_infpay","wdi_internet","wdi_lfpf","wdi_lifexp","wdi_lifexpf","wdi_lifexpm","wdi_litrad","wdi_litradf","wdi_litradm","wdi_litry","wdi_migration","wdi_nerp","wdi_ners","wdi_pop","wdi_pop14","wdi_pop1564","wdi_pop65","wdi_popden","wdi_poprul","wdi_popurb","wdi_refasy","wdi_refori","wdi_semp","wdi_smokf","wdi_smokm","wdi_taxrev","wdi_tele","wdi_trade","wdi_unempfilo","wdi_unempilo","wdi_unempmilo","wdi_unempyfilo","wdi_unempyilo","wdi_unempymilo","wdi_wip","fhp_score5","fhp_status5","gd_ptsa","wdi_gdpcappppcon2017"
"27","Democracy",5,NA,NA,2.514,"Sub-Saharan Africa","No","Unclear","Unclear","No",0.4755,0.1473,0.435,0.455,3.167,19,3.4,67.6,0.142094299460894,87.3998522893873,22.2953216374269,273600,35.541,NA,0.074066,0.319403769656399,0.253263666104799,8.958,55.7360104785456,2.40476413331413,74.58013935384,76.9886780417796,72.5873130069374,6.94646480571866,4.85203171887911,8.67939999093207,18.4733958404413,18.1592902393413,18.7332870021305,5.22401523590088,NA,2.40194309061394,-0.407049209196581,-0.219512979541696,4.772,NA,NA,22.5380116959064,17.290015815756,741.892616172966,28.5537050919518,37.4,NA,NA,18.114,45.1970827694955,59.27,60.99,57.474,36.9673805236816,31.0312004089355,44.1221809387207,62.6698608398438,-13097,78.64517,31.00148,22100683,44.0909599017605,53.361833809348,2.54720628889147,80.7773501461988,68.76,31.24,25010,20209,85.9392088334534,6.4,22.1,15.9829408306659,0.37,62.5929625003689,5.316,5.11,4.941,8.368,7.937,7.613,6.2992125984252,41,"Partly Free",4,2110.06225585938
"28","Non-democracy",6,1.78749584451904,"Proportional",2.479,"Sub-Saharan Africa","Unclear","Unclear","Unclear","Yes",0.4709,0.1448,0.766,0.072,0.728,10.2,1.6,62.8,0.605856521840248,95.1967727682806,49.4548286604361,25680,34.842,NA,0.0304886,NA,0.0718336944803661,7.474,NA,1.15136984866633,85.3131341868726,92.3579707009116,77.941341517972,3.1218109154076,0.564203153355631,5.79811917503083,11.5650358548561,7.07778890460051,16.2605393069972,4.87114191055298,NA,2.04300976329884,0.806162274299769,0.040853496957611,5.078,NA,NA,10.8894080996885,28.660219999786,264.364832925637,10.599389999527,37.5,NA,NA,10.1846,51.0954921223969,61.663,63.609,59.711,75.5400009155273,69.4400024414062,81.8399963378906,93.5599975585938,-14415,92.8047,27.52277,12551213,46.293461835123,51.2303551855904,2.47618297928654,488.754400311526,85.942,14.058,81491,323635,85.1865344076049,6.1,17.4,15.6362454762579,0.123,28.8186599995439,1.032,1.11,1.191,1.392,1.746,2.125,38.2113821138211,85,"Not Free",3,729.658447265625
"29","Non-democracy",66,NA,NA,2.019,"South-East Asia","Yes","Yes","Yes","No",0.4538,0.1813,0.895,0.066,1.657,82.5,77.1,98.9,2.19768081390131,53.4484174827168,23.3409228416044,176520,19.334,27.1,1.98089,0.545591045412023,1.05590907915433,6.838,NA,0.146033680016104,37.1315780560597,39.6223453302084,34.9014794609362,26.4143960537374,23.5753805095184,28.9562730465976,36.4540258902029,36.8022503400926,36.1422474924662,3.01162648200989,NA,2.34734246417442,12.9203431053741,0.342781853175623,2.344,33.7,35.4,44.825968728756,22.8475000571716,1429.93702682184,36.8347844240917,NA,NA,46.3,55.6004,47.249031097997,69.584,72.291,66.819,71.9272537231445,63.6409111022949,81.4744567871094,91.8321914672852,-24262,90.26554,NA,16589023,29.299331573073,65.168477216275,5.53219121065203,93.9781497847269,75.332,24.668,24,12072,52.8007398679711,6,36.1,16.3649333016786,0.237,129.11145154834,0.416,0.396,0.378,0.998,0.864,0.737,21.6,70,"Not Free",3,4464.29443359375
"30","Non-democracy",61,NA,NA,2.754,"Sub-Saharan Africa","Yes","Yes","Yes","No",0.4759,0.1326,0.931,0.129,2.027,65.4,24.8,94.7,0.31436925461293,82.2560985497714,13.1158638488714,472710,34.938,NA,2.23385,NA,0.392571272345061,8.582,NA,3.1317239713954,42.822212467489,47.9978108454267,38.1865932445028,15.282068972648,11.3796846296441,18.7773192654244,41.895718559863,40.6225045249292,43.0360874900728,2.82764077186584,NA,0.978117031343036,2.14148940890135,0.121843453306771,4.463,NA,NA,42.9110448266379,16.9661047599932,1428.56258542601,24.502566864158,42.2,4.53737524129107,NA,42.5456,47.5040954944426,60.333,62.018,58.69,78.2300033569336,73.120002746582,83.4000015258789,86.2399978637695,-9889,NA,NA,27198628,42.4305134067792,54.8678484811807,2.70163811204006,57.5376615684035,41.852,58.148,457269,125477,75.3382670773305,1.4,13.2,11.3461577378065,3.22,36.7458684244446,4.45,3.951,3.499,7.443,6.841,6.321,33.8888888888889,66,"Not Free",4,3756.50952148438
"31","Democracy",154,3.78919926641102,"Majoritarian",1.438,"Western Europe & North America (incl. Australia & New Zealand)","No","Yes","Yes","No",0.3622,0.1162,0.027,0.766,3.878,100,100,100,0.351517307369614,52.1020183340856,4.35320354546179,8788700,9.7,NA,41.6931,10.334084254641,14.6964644016516,8.2,65.5991383813981,3.95623919861461,1.33770979897549,0.896748754774119,1.73212632374708,19.2657927519526,8.75854031444451,28.6637553900969,79.3964871109641,90.3447109307814,69.6041084937694,4.74860000610352,NA,1.26729446473527,2.94525148855338,5.16341866470238,1.44,NA,NA,39.4701279256318,1.83978931118122,44359.6167266713,22.4516173195,31.7,2.06525947364399,NA,93.2917,47.1188578904526,81.5870731707317,84.02,79.27,NA,NA,NA,NA,195181,NA,NA,38239864,15.7333681352269,65.7453482127066,18.5212836520665,4.351026204103,18.347,81.653,130125,60,14.1416128628405,10.7,15.3,13.2198942999607,31.7,62.4241644131018,7.339,7.527,7.694,12.547,13.571,14.544,30.4733727810651,18,"Free",1,49171.51171875
"32","Democracy",30,2.233464,"Proportional",NA,"Sub-Saharan Africa",NA,NA,NA,NA,0.4908,0.1391,0.254,0.68,3.867,95.5,96.9,94.9,0.429747093835278,47.1761404457395,12.4069478908189,4030,16.951,NA,5.90962,23.0054246741315,1.64697878130714,6.028,NA,4.4085900990678,10.5378314239351,5.52070802543392,14.7044394294838,21.9508510669402,11.7470785358309,30.4248543827882,67.5118048076876,82.7332875064444,54.870706187728,6.03750085830688,NA,0.579317677142293,4.45730500132353,-0.0310294712671917,1.896,NA,NA,11.4193548387097,5.97147405923183,3050.77562716333,12.5191470013199,NA,6.17877248386654,NA,71.3752,44.9483405338424,74.052,78.457,69.589,91,87.6100006103516,94.4700012207031,98.7399978637695,-1274,93.42191,70.42826,587925,26.613513628439,67.9458264234384,5.44065994812263,145.887096774194,32.898,67.102,NA,10,39.4341489086949,5.4,17.3,18.3857032934311,10.6,77.4550586265341,13.123,13.906,14.546,36.896,31.137,27.206,38.8888888888889,27,"Free",1.99450396825397,6835.07861328125
"33","Non-democracy",18,4.19,"Majoritarian",3.045,"Sub-Saharan Africa","Unclear","Unclear","Unclear","Unclear",0.5039,0.1559,0.811,0.177,2.456,15.7,1.6,34.7,0.517650323065567,102.768340043785,2.88933834151979,622980,42.68,22.6,0.00976115,0.127145002613114,0.0538192618350151,11.393,NA,1.1704507620422,71.2071285068036,76.8452795903795,66.6025310860226,6.23793227245052,3.71224596559352,8.30062418720485,22.5549392207459,19.442474444027,25.0968447267726,1.87251687049866,NA,2.15034556057488,0.214980465443776,NA,5.978,10.2,19.4,35.7523516003724,35.7553299980455,370.980373009536,21.5873200020514,43,NA,34.9,10.58263964,45.4044339079267,53.895,56.303,51.645,37.4900016784668,26.2000007629395,49.2299995422363,38.3400001525879,-85860,NA,NA,5457154,48.1835084566508,49.3173594407122,2.49913210263701,8.7597579376545,57.352,42.648,9305,737658,93.489143593941,NA,NA,8.20629229709995,0.0391,44.159119995104,7.547,6.676,5.951,12.551,11.452,10.407,12.8571428571429,71,"Not Free",2,861.766784667969
"34","Non-democracy",61,NA,NA,2.657,"Sub-Saharan Africa",NA,NA,NA,NA,0.4643,0.1295,0.951,0.049,1.005,11.3,1.3,43.2,0.873573188058759,98.7271322974766,4.20902160101652,1259200,43.357,34.3,0,0.112778439434125,0.123651463875472,12.504,NA,1.17214175897248,69.5494386812508,69.5288894427452,69.5637527916291,9.53429530312816,13.7905716509701,6.56947451783161,20.916266015621,16.6805854054119,23.8667726905393,2.8881299495697,NA,2.80826952779774,5.98558469761778,NA,6.255,8.5,24.5,3.33650992693774,25.3036076848784,595.849500560509,39.5854117676595,37.4,NA,24.8,11.0057,40.8458052613187,52.525,54.283,50.845,27.2800006866455,18.8700008392334,35.7799987792969,36.0699996948242,9016,NA,NA,17179740,47.6594203404708,50.3202551377378,2.02032452179137,13.643376747141,76.219,23.781,555782,11771,91.075945415873,2.7,13.8,NA,0.0297,82.984776867047,1.038,1.511,1.837,0.87,1.965,2.844,32.258064516129,74,"Not Free",3,1561.99670410156
"35","Democracy",31,4.02718543473346,"Proportional",1.803,"Latin America (incl. Cuba, Haiti, Dominican Rep.)",NA,NA,NA,NA,0.5855,0.2306,0.07,0.782,3.755,100,100,100,1.28779203649738,45.2181708657836,1.76710619045313,743532,11.788,NA,22.014,12.8168930354193,5.02814214445418,7.426,NA,3.08665509719776,6.54804868238434,3.51077949722687,8.6499256424173,23.0031640513256,10.8638770835328,31.4038760546564,70.44878726629,85.6253434192403,59.9461983029263,4.99923992156982,NA,1.93228691717414,4.81019970676228,4.61881003703654,1.537,NA,NA,24.6574727113292,3.50375908647092,14027.3068772462,30.8838655825021,47,3.63203867485069,NA,88.8045,41.0242457010816,78.944,81.437,76.472,97.1600036621094,97.120002746582,97.1900024414062,99.3099975585938,113709,NA,NA,19493184,18.4569535059805,68.8619040157343,12.6811424782852,26.2170074724423,12.183,87.817,2065,987,24.9280201820637,26.8,31.6,19.6644047302073,12.9,64.8384472541565,9.6,9.325,9.133,22.62,20.552,19.05,35.4838709677419,29,"Free",4,24816.611328125
"36","Non-democracy",221,NA,NA,2.04,"East Asia (incl. Japan & Mongolia)",NA,NA,NA,NA,0.4335,0.1572,0.469,0.044,0.624,100,100,100,0.33194326754079,44.545904633681,11.5956076824016,9388210,7.52,NA,37.5612,8.58374051702774,9.00454225551559,7.18,NA,3.98499801866008,23.1645049199553,19.2258547658977,26.4726564300235,32.0757166294949,30.43450735435,33.4541994521488,44.7597881579818,50.3396375884511,40.073153659954,3.98832511901855,NA,1.61307386433133,1.93078622294539,1.00332844893289,1.164,NA,NA,23.631528267902,7.24101746939763,11223.2553476968,39.2907720034165,35.7,0.502270364156281,NA,73.0532,45.3675026685396,78.211,81.155,75.463,97,95,98,100,-200194,NA,NA,1412360000,17.66807221382,69.182174514413,13.149753271767,150.439753691066,37.488,62.512,303436,170222,46.1759301815584,1.7,49.4,7.96512804614377,12.7,37.3019908656257,3.956,4.55,5.044,11.171,12.414,13.353,24.9411764705882,87,"Not Free",4,15977.763671875
"37","Democracy",63,8.15980155362622,"Proportional",2.89,"Latin America (incl. Cuba, Haiti, Dominican Rep.)","Unclear","Unclear","Unclear","No",0.6093,0.1794,0.395,0.489,3.166,100,100,100,1.6971160882521,43.5043087313434,1.79630464173051,1109500,14.204,2.7,16.4768,2.18390691252779,1.63670277531331,7.735,80.0350169052408,3.17022912675137,15.9278312797782,6.57687963013416,21.9183118162566,20.1473297719237,12.5847498565657,24.9921275410222,63.9248434182006,80.838359066031,53.0895533092708,NA,23.31461,3.23758910406394,3.00175693787234,0.998608409489948,1.717,24.6,2,53.1253958539883,7.77095068562528,6416.00840958458,24.5565697439448,55.1,27.4843651251417,5.4,73.0284,41.0843922589846,72.83,76.442,69.404,96,96,95,99.1100006103516,211978,92.91999,77.47078,51516562,21.5959743198702,69.6843191903994,8.71970648973043,46.4322325371789,18.26,81.74,1504,115792,51.2599515113925,4.6,12.4,14.4451638062259,14.8,40.0591463936128,18.166,13.898,10.922,32.131,24.793,19.623,18.8235294117647,57,"Partly Free",4,14616.134765625
"38","Non-democracy",3,2.13217343098688,"Majoritarian",NA,"Sub-Saharan Africa","Unclear","Unclear","Unclear","No",0.5022,0.1416,0.834,0.108,2.169,87.9,82.9,100,NA,74.11625339332,34.9274583557227,1861,29.398,NA,0.150457,0.673895859778801,0.407363456564734,8.718,NA,0.837750287439948,35.212705561307,35.121016667731,35.2673743850618,14.6954567790505,11.03391021138,16.8786268029304,50.0923147383939,53.8450731208889,47.8547603454316,2.27485394477844,NA,NA,0.310531969004356,NA,3.978,NA,NA,17.4529822675981,35.511652408758,1355.53881276192,9.26757877710919,NA,NA,NA,27.33694319,37.6425411511082,63.417,65.827,61.245,61.7099990844727,56.8699989318848,66.5500030517578,82.0199966430664,-1772,80.75383,50.35748,821625,38.2633572107974,57.4328571837169,4.30378560548571,441.496507254164,70.387,29.613,27,1670,57.3272140032155,11.1,29.5,NA,0.905,42.2777287262852,6.578,5.857,5.422,12.511,10.946,9.797,16.6666666666667,49,"Partly Free",2.86448015873016,3290.65063476562
"39","Non-democracy",58,1,"Majoritarian",2.392,"Sub-Saharan Africa",NA,NA,NA,NA,0.5592,0.2052,0.839,0.111,1.559,49.7,12.4,67,0.538696354821332,78.8237017307805,1.61054172767204,341500,30.691,NA,0.2569,0.0415748817163119,1.22409826508969,7.063,NA,1.22746761394171,32.8034331435309,32.5472414466405,33.0503709067379,22.1289928141813,22.1935743182833,22.0667775186829,45.0675180037736,45.2591842350762,44.8828515745792,3.67454195022583,NA,2.47848232699844,-2.15982873754758,0.0672399742133234,4.171,NA,NA,64.2196193265007,9.09674868938002,1718.23080995061,42.893702942357,NA,NA,NA,32.7417,49.9033483362385,63.519,64.935,62.124,80.6100006103516,75.370002746582,85.9400024414062,82.3600006103516,-4466,NA,NA,5835806,41.4012049064002,55.9210073124432,2.67778778115654,17.0887437774524,31.717,68.283,40765,14253,76.0411815832785,2.1,26.8,6.50908825817085,0.296,85.5462031552188,23.342,22.077,20.817,43.794,45.055,46.42,11.2582781456954,60,"Partly Free",3,3695.06176757812
"40","Non-democracy",61,NA,NA,3.224,"Sub-Saharan Africa","Unclear","Unclear","Unclear","Unclear",0.5393,0.1941,0.922,0.147,1.431,20.8,1,43.8,0.413046091628419,97.9704267713562,6.0342736154915,2267050,42.049,NA,0.0312661,0.0382763300688848,0.0375560052598846,9.7,15.9896968122357,3.54367787622427,56.6354346880906,65.0377002909275,48.6004845786855,10.064581182462,6.3418256089035,13.6245958490508,33.2999841294474,28.620474100169,37.7749195722637,2.660484790802,NA,0.542970228782383,3.03220638870425,0.347666699541648,6.156,NA,NA,55.1614932621689,19.0436301293451,501.239088458485,45.3420353474724,44.7,NA,NA,26.17,48.3083055710122,59.193,61.521,56.953,80.5400009155273,71.7300033569336,89.629997253418,88.0999984741211,-64643,NA,NA,95894118,46.5250082047524,50.5125947844236,2.96239701082397,42.2990750093734,53.765,46.235,524148,908401,86.5405249349207,2.9,22.7,8.39903438797131,0,80.4813114206906,4.206,5.273,6.271,7.516,9.54,11.981,12.8,82,"Not Free",5,1059.89208984375
"41","Democracy",72,6.82803591546892,"Proportional",1.839,"Latin America (incl. Cuba, Haiti, Dominican Rep.)","No","Unclear","Unclear","No",0.5647,0.2495,0.19,0.846,3.539,100,100,99.8,0.40707711709614,45.0931148604291,4.75910693301998,51060,11.873,5.6,20.9243,5.05324629550596,1.57913618604113,7.192,71.1115764129093,2.71042878350585,15.2045693666425,8.65726892149397,19.2802909741905,17.5815588891198,9.32390401134822,22.7218878545794,67.2138717442377,82.0188270671578,57.9978967725059,6.24841976165771,23.13634,NA,5.53072986406839,0.687526147382902,1.533,25.3,2.1,59.7579318448884,4.36671325937127,12906.9970447409,20.6057923603832,48.7,11.4087098514792,2.1,82.749,40.7573875775056,77.023,79.811,74.418,98.0400009155273,98.0999984741211,97.9899978637695,99.5299987792969,2084,97.33255,82.44799,5153957,20.5484543235421,68.9212579771232,10.5302876993347,100.939228358794,18.575,81.425,10224,235,27.6158626878858,4.6,12.9,13.9991922763022,9.95,70.7816423027085,20.118,15.139,11.714,46.765,39.256,33.298,45.6140350877193,16,"Free",2.14221428571429,20818.0625
"42","Non-democracy",61,NA,NA,2.239,"Sub-Saharan Africa","Yes","Yes","Yes","Yes",0.5466,0.2103,0.608,0.244,2.486,71.1,45.2,94.9,0.271529088911295,79.2147350514913,11.0062893081761,318000,33.934,19.8,1.13038,0.718535161361918,0.517096267669748,9.001,NA,3.08012850911064,46.0182061602176,39.8562207966596,50.708876027084,10.5004500763748,6.08497686904275,13.8616276676226,43.4813537784583,54.0588023342977,35.4295139440713,3.32718992233276,14.02777,0.910633112973165,1.91282655892028,0.391804995257516,4.418,11.6,20.3,8.5654927672956,16.1805529630135,2315.32192748096,22.1030350664638,35.3,NA,20.8,38.7504,43.5021696897407,58.598,59.941,57.4,50.0006408691406,40.2550888061523,60.2039184570312,66.8442687988281,-21000,90.32837,40.19814,27478249,41.7979307924606,55.7989812232941,2.40308798424528,86.4095880503145,47.82,52.18,4349,39940,74.3215029224416,0.9,17.9,12.3894127185479,0.895,45.1140327762435,3.197,2.59,2.122,5.19,4.256,3.508,14.1732283464567,51,"Partly Free",3,5126.63427734375
"43","Democracy",21,4.29968827260024,"Proportional",1.465,"Eastern Europe & post-Soviet (incl. Central Asia)","Yes","Unclear","Unclear","No",0.321,0.0873,0.286,0.647,3.289,100,100,100,1.12842873069823,56.5152253059607,15.3145103645461,55960,9.4,10.1,26.7158,5.53230310613541,4.38715734879856,16.2,90.3247289634752,5.78941687902863,6.80341777844401,4.93882448706483,8.36153789427224,28.7694798381052,16.0016543534126,39.4387264856512,64.4271023834507,79.0595211595226,52.1996255534973,4.05666017532349,NA,2.01266537086965,6.72446813889904,1.62881059500308,1.62,27,12.6,34.6963902787706,3.27674763222048,15520.7974934349,20.0414841181808,28.9,0.812780755716158,3.8,81.254,45.7271600779089,76.4243902439025,79.6,73.4,99.4499969482422,99.2399978637695,99.6900024414062,99.7600021362305,-10402,NA,NA,3878981,14.1375330946467,63.8915499248732,21.9709169804801,69.3170300214439,42.122,57.878,1020,18083,13.109578773797,36.1,37.6,20.8906141534785,32.3,101.433303428325,8.023,7.608,7.258,26.4,21.933,18.953,31.1258278145695,41,"Partly Free",2,29352.7890625
"44","Non-democracy",68,3.776863,"Proportional",2.106,"Latin America (incl. Cuba, Haiti, Dominican Rep.)","Yes","No","No","No",0.4629,0.1559,0.575,0.058,0.304,100,100,100,1.51502647110067,45.9209594997161,28.0211946050096,103800,8.922,NA,2.67323,NA,2.14619772694079,14.652,NA,4.83586802710956,17.6123532186391,7.01171988212753,24.1182703272318,16.5878900722425,10.5752053185695,20.2780678257046,65.7997765695986,82.413074799303,55.6036618470637,9.38586235046387,NA,2.87620737245072,NA,NA,1.442,NA,NA,31.233140655106,0.881940963420313,7291.0377716217,23.3474359517543,NA,4.4182505026975,NA,67.6435,38.0859083525687,73.683,76.359,71.245,99.6731109619141,99.7171478271484,99.6284637451172,99.8746490478516,-7068,97.73994,84.18162,11256372,15.7994060697618,68.5302525302889,15.6703413999492,108.44289017341,22.708,77.292,199,11534,26.1967677068593,10.3,25.5,NA,13.8,80.0237849857828,1.505,1.373,1.291,3.083,3.164,3.21,53.4129692832764,91,"Not Free",3,18221.9667241366
"45","Democracy",45,5.09767138371192,"Proportional",1.985,"North Africa & Middle East (incl. Israel, Turkey, Cyprus)","No","Unclear","Unclear","No",0.3346,0.0875,0.2,0.652,3.894,100,100,100,1.99116840230179,43.806671667547,10.2983333333333,9240,10.313,0.2,37.6671,12.7885316271159,5.975865383688,7.257,152.655286523428,1.94819609971886,2.85318447341343,1.1943430394665,4.21577047603026,17.9153669780518,7.05826554370634,26.8334794273116,79.2312865094347,91.7470321078502,68.9507500966581,5.23585987091064,NA,1.90746002348489,26.1977316596488,-5.23781315595493,1.321,8.2,0,18.6699134199134,1.62500807337079,29484.400390625,11.9130659432926,31.3,1.28597928930355,10.9,90.7595,45.3444317221286,81.203,83.204,79.209,99.3600006103516,99.1500015258789,99.5800018310547,99.9000015258789,1995,NA,NA,1244188,15.9817085520838,69.5378029686832,14.480488479233,134.652380952381,33.144,66.856,16277,5,11.8520258938482,23.2,47,23.2332556283931,33.7,174.859607592058,8.02,7.513,7.092,16.431,17.132,17.745,14.2857142857143,23,"Free",1,41746.91796875
"46","Democracy",28,6.8927488282327,"Proportional",1.354,"Eastern Europe & post-Soviet (incl. Central Asia)","Unclear","Unclear","Unclear","No",0.2974,0.0767,0.172,0.71,3.606,100,100,100,0.502298293748507,57.3701095458143,32.0693957764556,77186.83,10.6,3.5,37.4985,4.307474852966,9.54615234368307,13.3,47.2826781793951,2.70288852160032,2.5475612943637,1.5089367299823,3.36767572270292,36.8202851320973,22.8188772694968,47.8760188389349,60.6321340967707,75.6721860005209,48.7562705824287,4.80319976806641,NA,1.39741190368455,4.57464586893815,4.09697196372119,1.83,16.1,0,34.7066980208929,1.84536294609817,20085.5160696325,30.2656842672528,26.2,0.447161218411568,19.9,82.6706,44.4054630149087,77.2219512195122,80.5,74.1,NA,NA,NA,NA,3621,NA,NA,10505772,16.0029438430681,63.5444681138611,20.4525880430708,136.108349053848,25.786,74.214,1909,758,15.9507331250358,26.4,35,13.3573220039494,12.4,142.49501163665,3.424,2.803,2.307,9.054,8.145,7.552,25,21,"Free",1,40989.7265625
